State,District,Block/Tehsil,Village,No. of Surface Flow Schemes Permanently not in use due to - Salinity,No. of Surface Flow Schemes Permanently not in use due to - Dried up,No. of Surface Flow Schemes Permanently not in use due to - Destroyed beyond repair,No. of Surface Flow Schemes Permanently not in use due to - Sinking,No. of Surface Flow Schemes Permanently not in use due to - Other reasons
UTTARAKHAND,Rudarprayag,JAKHOLI,PURWANA,0,0,0,0,1
UTTARAKHAND,Pithorgarh,KANALICHINA,KAMTOLA,0,0,0,0,1
UTTARAKHAND,Almora,SYALDEY,JASHKOTE,0,1,0,0,0
UTTARAKHAND,Dehradun,KALSI,SUPOOU,0,0,0,1,0
UTTARAKHAND,Almora,DHAULADEVI,DHURKUNA,0,0,0,0,2
UTTARAKHAND,Almora,HAWALBAG,BATGAL ROUTELA,0,0,0,0,1
UTTARAKHAND,Tehri,DEVPRAYAG,DAANG,0,0,0,1,1
UTTARAKHAND,Almora,HAWALBAG,KHARGOLI,0,0,0,0,3
UTTARAKHAND,Tehri,CHAMBA,PALI.,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,SYALI,0,0,0,0,2
UTTARAKHAND,Pithorgarh,MUNAKOT,VIPUL,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,TULNA,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,DOL,0,0,0,0,9
UTTARAKHAND,Tehri,NARENDRA NAGAR,KHARKI,0,0,0,0,6
UTTARAKHAND,Almora,HAWALBAG,RAILA TYARI,0,0,0,0,6
UTTARAKHAND,Pauri,KOT,JAMALA,0,1,0,0,0
UTTARAKHAND,Almora,DHAULADEVI,MANU,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,DOL POKHARA,0,0,0,0,4
UTTARAKHAND,Almora,SALT,SANYANI,0,1,0,0,0
UTTARAKHAND,Bageshwar,GARUR,SANU,0,0,0,0,1
UTTARAKHAND,Pauri,KOT,PALOTA,0,1,0,0,0
UTTARAKHAND,Bageshwar,GARUR,KOT FULWARI,0,0,0,0,1
UTTARAKHAND,Dehradun,KALSI,KAWASA,0,0,0,3,0
UTTARAKHAND,Tehri,NARENDRA NAGAR,TAMIYAR,0,0,0,0,1
UTTARAKHAND,Tehri,JAUNPUR,MANJGAON,0,0,0,0,1
UTTARAKHAND,Dehradun,KALSI,MATIYAVA,0,0,0,2,0
UTTARAKHAND,Dehradun,KALSI,CHORKUNAWA,0,0,0,2,0
UTTARAKHAND,Bageshwar,GARUR,GAR KHET,0,0,0,0,2
UTTARAKHAND,Pauri,PAURI,DAWARIKHAL,0,0,0,0,1
UTTARAKHAND,Tehri,PRATAP NAGAR,LIKHWARGAON,0,0,0,0,1
UTTARAKHAND,Pithorgarh,MUNAKOT,BONKOT,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,SIMALTI UREGI,0,0,0,0,1
UTTARAKHAND,Chamoli,GAIRSEN,LATUGAIR,0,1,0,0,0
UTTARAKHAND,Chamoli,GAIRSEN,KOT LAGA KUNIGAR,0,0,0,0,1
UTTARAKHAND,Almora,TAKULA,BHETULI,0,0,7,0,0
UTTARAKHAND,Almora,DWARAHAT,POKHARI,0,0,1,0,0
UTTARAKHAND,Champawat,LOHAGHAT,Khuna Bora,0,0,0,0,1
UTTARAKHAND,Almora,BHIKIASAIN,NAINISERA,0,0,2,0,0
UTTARAKHAND,Uttarkashi,CHINALISAUR,RONTAL,0,0,0,0,2
UTTARAKHAND,Almora,TARIKHET,KUTHAR POURA,1,0,1,0,0
UTTARAKHAND,Almora,BHIKIASAIN,GHUGHIYA,0,1,0,0,0
UTTARAKHAND,Tehri,CHAMBA,NAGNISERA,0,0,0,0,2
UTTARAKHAND,Almora,SALT,BANGIDHAR,0,0,1,0,0
UTTARAKHAND,Bageshwar,GARUR,KHITOLI,0,0,0,0,1
UTTARAKHAND,Tehri,PRATAP NAGAR,KUDI,0,0,0,0,1
UTTARAKHAND,Dehradun,KALSI,UDPALYA,0,0,0,6,0
UTTARAKHAND,Champawat,CHAMPAWAT,SAMYUGOONTH,0,0,0,0,2
UTTARAKHAND,Pauri,KOT,TUNGAR,0,1,0,0,0
UTTARAKHAND,Chamoli,GHAT,SERA CHAK BASWARA,0,0,0,0,1
UTTARAKHAND,Almora,BHIKIASAIN,SURE,0,5,0,0,0
UTTARAKHAND,Chamoli,GHAT,NONA,0,1,0,0,0
UTTARAKHAND,Almora,BHIKIASAIN,JHAR KOTE,0,1,0,0,0
UTTARAKHAND,Chamoli,JOSHIMATH,PHAGTI,0,1,0,0,0
UTTARAKHAND,Almora,LAMGARA,BIRAR,0,0,0,0,1
UTTARAKHAND,Tehri,DEVPRAYAG,SAUR,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,NAITI,0,1,1,0,0
UTTARAKHAND,Tehri,THAULDHAR,SYANSU,0,0,0,0,1
UTTARAKHAND,Bageshwar,BAGESHWAR,ARIYAGAR,0,0,0,0,1
UTTARAKHAND,Uttarkashi,CHINALISAUR,GADOLI,0,0,0,0,1
UTTARAKHAND,Tehri,JAUNPUR,GORAN,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,DAMARIYA,0,0,0,0,2
UTTARAKHAND,Dehradun,KALSI,RAKHTAD,0,0,0,3,0
UTTARAKHAND,Pithorgarh,KANALICHINA,MODI,0,0,0,2,0
UTTARAKHAND,Chamoli,KARNAPRAYAG,PADULIGWAR,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,DHATWAL GAON,0,0,0,0,9
UTTARAKHAND,Almora,LAMGARA,TUNARA,0,0,0,0,4
UTTARAKHAND,Almora,LAMGARA,DEVNALA,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,BUDHMANYA,0,0,0,0,1
UTTARAKHAND,Pauri,KOT,SEMALI,0,1,0,0,0
UTTARAKHAND,Champawat,BARAKOT,Dunga Malla,0,0,0,0,1
UTTARAKHAND,Tehri,NARENDRA NAGAR,CHALDGAON,0,0,0,0,1
UTTARAKHAND,Tehri,NARENDRA NAGAR,RAUNDELI,0,0,0,0,1
UTTARAKHAND,Champawat,BARAKOT,Kakarh,0,0,0,0,2
UTTARAKHAND,Tehri,DEVPRAYAG,MAROR,0,0,0,0,1
UTTARAKHAND,Bageshwar,GARUR,PATHARIYA,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,KHOLA,0,0,0,0,3
UTTARAKHAND,Almora,BHIKIASAIN,GHUGTI,0,1,0,0,0
UTTARAKHAND,Dehradun,KALSI,SARIYANA,0,0,0,1,0
UTTARAKHAND,Almora,HAWALBAG,356,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,BAIJNATH,0,0,0,0,1
UTTARAKHAND,Bageshwar,KAPKOT,KOTIBULA,0,0,0,0,2
UTTARAKHAND,Almora,SALT,TUKURA,0,1,0,0,0
UTTARAKHAND,Uttarkashi,NOUGAON,NALD,0,0,0,0,1
UTTARAKHAND,Tehri,JAUNPUR,KHARSON,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,THAN DANGOLI,0,0,0,0,3
UTTARAKHAND,Almora,LAMGARA,RANAUN,0,0,0,0,3
UTTARAKHAND,Dehradun,RAIPUR,SERKHET,0,0,2,0,0
UTTARAKHAND,Almora,DHAULADEVI,POKHARI,0,0,0,0,2
UTTARAKHAND,Dehradun,KALSI,NEVI,0,1,0,3,0
UTTARAKHAND,Almora,TARIKHET,TIMAOLA,0,2,0,0,0
UTTARAKHAND,Almora,BHIKIASAIN,PUSAIL,0,0,1,0,0
UTTARAKHAND,Champawat,BARAKOT,Kamajula,0,0,0,0,2
UTTARAKHAND,Pauri,KHIRSU,NAKOT LAGGA KHALU,0,1,0,0,0
UTTARAKHAND,Dehradun,KALSI,KHADHI,0,0,0,4,1
UTTARAKHAND,Champawat,BARAKOT,Chami May Goonth,0,1,0,0,0
UTTARAKHAND,Almora,DHAULADEVI,SIMAR GUNTH,0,0,0,0,1
UTTARAKHAND,Almora,CHAUKHUTIYA,BETAN DHAR,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,SIRAR,0,0,0,0,2
UTTARAKHAND,Almora,DHAULADEVI,CHAURA,0,0,0,0,2
UTTARAKHAND,Almora,LAMGARA,maladi,0,0,0,0,3
UTTARAKHAND,Almora,DHAULADEVI,KANERI,0,0,0,0,2
UTTARAKHAND,Pauri,KHIRSU,CHAM RADA,0,1,0,0,0
UTTARAKHAND,Almora,BHIKIASAIN,BEL,0,1,0,0,0
UTTARAKHAND,Dehradun,KALSI,AASTA,0,0,0,4,0
UTTARAKHAND,Tehri,PRATAP NAGAR,POKHARI,0,0,0,0,1
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,CHAVRI LAGA CHORSAL,0,0,0,0,1
UTTARAKHAND,Pithorgarh,MUNAKOT,BICHKHOLI,0,0,1,0,0
UTTARAKHAND,Pauri,Dwarikhal,JALLI,0,0,2,0,0
UTTARAKHAND,Almora,LAMGARA,NIRAYEE,0,0,0,0,3
UTTARAKHAND,Almora,SALT,ANSUTALA,0,1,0,0,0
UTTARAKHAND,Chamoli,DEWAL,CHOTING,0,0,0,0,2
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,CHIWAI,0,0,0,0,1
UTTARAKHAND,Tehri,THAULDHAR,PALAS,0,0,0,0,4
UTTARAKHAND,Tehri,PRATAP NAGAR,GAIRI RAJPUTO KI,0,0,0,0,5
UTTARAKHAND,Bageshwar,BAGESHWAR,PANTGOWN,0,0,0,0,1
UTTARAKHAND,Almora,SYALDEY,TIMILI,0,1,0,0,0
UTTARAKHAND,Dehradun,KALSI,JOKHLA,0,0,0,1,0
UTTARAKHAND,Chamoli,DEWAL,RAMPUR LAGA HARMAL,0,1,0,0,0
UTTARAKHAND,Bageshwar,GARUR,BAYALISERA,0,0,0,0,3
UTTARAKHAND,Bageshwar,KAPKOT,KUNERA,0,0,0,0,1
UTTARAKHAND,Chamoli,POKHARI,SALNA,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,TULERI,0,0,0,0,1
UTTARAKHAND,Tehri,DEVPRAYAG,DEVAL KANDI,0,0,0,0,3
UTTARAKHAND,Almora,TAKULA,CHANAUDA,0,0,2,0,0
UTTARAKHAND,Almora,TARIKHET,JYARHI,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,SIMAGAON,0,0,0,0,1
UTTARAKHAND,Chamoli,JOSHIMATH,BILAGARH,0,0,0,0,1
UTTARAKHAND,Uttarkashi,MORI,GOKUL,0,1,0,0,0
UTTARAKHAND,Chamoli,JOSHIMATH,INARA,0,0,0,0,1
UTTARAKHAND,Rudarprayag,UKHIMATH,BHET SEM,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,KUNKOLI,0,0,0,0,2
UTTARAKHAND,Pauri,KHIRSU,KAFOLI,0,1,0,0,0
UTTARAKHAND,Pithorgarh,BERINAAG,HADIYATNAGHAR,0,0,0,0,2
UTTARAKHAND,Pithorgarh,MUNSIYARI,BALTHI,0,0,0,0,1
UTTARAKHAND,Bageshwar,KAPKOT,KHATI,0,0,0,1,7
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,BAD KOT,0,0,0,0,1
UTTARAKHAND,Pauri,KOT,BAMRARI,0,0,0,0,1
UTTARAKHAND,Champawat,CHAMPAWAT,Vaila,0,0,0,0,2
UTTARAKHAND,Almora,LAMGARA,BENI TAMTA,0,0,0,0,1
UTTARAKHAND,Almora,SALT,MAUDALI,1,1,0,0,0
UTTARAKHAND,Pithorgarh,GANGOLIHAT,CHAUNA PATAL,0,0,1,0,0
UTTARAKHAND,Champawat,PATI,Chaura Maheta,0,0,0,0,2
UTTARAKHAND,Pauri,PAURI,KIWIRALI TALLI,0,0,0,0,1
UTTARAKHAND,Almora,BHIKIASAIN,BAGHAR,0,3,0,0,0
UTTARAKHAND,Dehradun,KALSI,BHUKTAAR,0,0,0,2,0
UTTARAKHAND,Tehri,JAUNPUR,DANDA KI BELI,0,0,0,0,1
UTTARAKHAND,Champawat,LOHAGHAT,Koyati Khalsa,0,0,0,0,3
UTTARAKHAND,Bageshwar,GARUR,THEPURU BAJWAR,0,0,0,0,2
UTTARAKHAND,Pithorgarh,GANGOLIHAT,AGRON,0,0,0,0,1
UTTARAKHAND,Chamoli,GAIRSEN,ANDARPA,0,0,0,0,1
UTTARAKHAND,Pauri,PAURI,OREGI,0,0,0,0,2
UTTARAKHAND,Almora,BHAISIACHHANA,NAINI,0,0,2,0,4
UTTARAKHAND,Pauri,KOT,KHANDAA,0,1,0,0,0
UTTARAKHAND,Chamoli,NARAINBAGAR,NAINI LAGA,0,0,0,0,3
UTTARAKHAND,Chamoli,THARALI,JAKH,0,0,0,0,3
UTTARAKHAND,Almora,DHAULADEVI,ATI,0,0,0,0,1
UTTARAKHAND,Champawat,PATI,Banauli,0,0,0,0,2
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,KHAIR PANI,0,0,0,0,1
UTTARAKHAND,Almora,SYALDEY,CHURAIN,0,1,0,0,0
UTTARAKHAND,Pauri,KOT,LUNETA,0,3,0,0,1
UTTARAKHAND,Pithorgarh,KANALICHINA,MATARTIGAUN,0,0,1,1,0
UTTARAKHAND,Bageshwar,KAPKOT,SALING,0,0,0,0,2
UTTARAKHAND,Chamoli,DEWAL,ICCHHOLI LAGA SILKHO,0,0,0,1,2
UTTARAKHAND,Champawat,BARAKOT,Choolgaon,0,1,0,0,1
UTTARAKHAND,Champawat,BARAKOT,Balso,0,1,0,0,4
UTTARAKHAND,Pithorgarh,GANGOLIHAT,CHITGAL,1,0,0,0,0
UTTARAKHAND,Almora,LAMGARA,BASHAGAON,0,0,0,0,2
UTTARAKHAND,Tehri,PRATAP NAGAR,KANGSALI,0,0,0,0,1
UTTARAKHAND,Tehri,THAULDHAR,RAITWARI,0,0,0,0,2
UTTARAKHAND,Chamoli,DASHOLI,TERA KHANSAL,0,1,0,0,0
UTTARAKHAND,Pauri,PAURI,BADGAON TALLA,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,THIROLA,0,0,0,0,1
UTTARAKHAND,Tehri,CHAMBA,BHANDARGAON,0,0,0,0,2
UTTARAKHAND,Pithorgarh,KANALICHINA,PALI,0,0,0,1,0
UTTARAKHAND,Chamoli,NARAINBAGAR,BHIRTOLY,0,0,0,0,1
UTTARAKHAND,Almora,SYALDEY,WAL MARA,0,2,0,0,0
UTTARAKHAND,Almora,TARIKHET,JALA,0,0,0,0,3
UTTARAKHAND,Chamoli,POKHARI,KARCHHUNA TALLA,0,0,0,0,1
UTTARAKHAND,Dehradun,KALSI,HAMROU,0,0,0,0,1
UTTARAKHAND,Dehradun,RAIPUR,KATHKOOD KALA,0,1,0,0,0
UTTARAKHAND,Pauri,KOT,MARORO MALLA,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,HUN  LAGA RAMANI,0,1,0,0,0
UTTARAKHAND,Almora,SALT,KOPI,0,0,3,0,0
UTTARAKHAND,Almora,HAWALBAG,RAIKHOLI,0,0,0,0,5
UTTARAKHAND,Champawat,CHAMPAWAT,Riyansi Bamangoan,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,DHAILI,0,0,0,0,2
UTTARAKHAND,Pithorgarh,GANGOLIHAT,KANDA,0,0,2,0,0
UTTARAKHAND,Pithorgarh,KANALICHINA,MARGOLI,0,0,0,1,0
UTTARAKHAND,Pauri,KOT,NAWARI,0,2,0,0,0
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,JUTAI,0,0,0,0,1
UTTARAKHAND,Chamoli,KARNAPRAYAG,KHATYARI,0,0,1,0,0
UTTARAKHAND,Tehri,DEVPRAYAG,KANDI,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,JAJAR,0,0,0,0,1
UTTARAKHAND,Almora,SYALDEY,BAULI  KHOLANI,0,1,0,0,0
UTTARAKHAND,Pauri,KOT,KUNDI,0,1,0,0,0
UTTARAKHAND,Bageshwar,GARUR,SOLIYA BAJYARI,0,0,0,0,3
UTTARAKHAND,Chamoli,THARALI,TUNDARI,0,1,0,0,0
UTTARAKHAND,Almora,DHAULADEVI,GAIRA TALLA(DHASPAR),0,0,0,0,1
UTTARAKHAND,Tehri,PRATAP NAGAR,SILWALGAON,0,0,0,0,6
UTTARAKHAND,Pauri,Dwarikhal,ALMORI,0,0,1,0,0
UTTARAKHAND,Champawat,PATI,Golana Seri,0,0,0,0,3
UTTARAKHAND,Almora,BHIKIASAIN,NIMUWA BAGARA,0,1,0,0,0
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,JHALIMATH,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,GHATYURI,0,0,0,0,2
UTTARAKHAND,Rudarprayag,JAKHOLI,PAUNTHI,0,0,0,0,1
UTTARAKHAND,Tehri,DEVPRAYAG,KASHI GAON,0,0,0,0,1
UTTARAKHAND,Tehri,THAULDHAR,KYARDA,0,0,0,0,1
UTTARAKHAND,Pithorgarh,GANGOLIHAT,RITHAYAT,0,0,0,0,1
UTTARAKHAND,Uttarkashi,CHINALISAUR,JOGATH TALLA,0,0,0,0,3
UTTARAKHAND,Chamoli,POKHARI,DEVER TALLA,0,2,0,0,0
UTTARAKHAND,Chamoli,POKHARI,CHAMETI URF  POKHARI,0,1,0,0,0
UTTARAKHAND,Almora,BHAISIACHHANA,LINGURTA,0,0,0,0,4
UTTARAKHAND,Almora,DHAULADEVI,CHIMAR KHOLI,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,AMYARI,0,0,1,0,0
UTTARAKHAND,Pithorgarh,KANALICHINA,LOHAKOT,0,0,0,1,0
UTTARAKHAND,Almora,DHAULADEVI,KANA MAHARKANA,0,0,0,0,2
UTTARAKHAND,Rudarprayag,JAKHOLI,BUDNA,0,0,0,0,3
UTTARAKHAND,Bageshwar,GARUR,AGAR,0,0,0,0,1
UTTARAKHAND,Champawat,LOHAGHAT,Pedsera,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,PALARI GAR,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,SURKHAL-2,0,0,0,0,3
UTTARAKHAND,Pithorgarh,DHARCHULA,PAIYAPAURI,0,0,3,0,0
UTTARAKHAND,Rudarprayag,UKHIMATH,GADBU,0,0,0,0,2
UTTARAKHAND,Chamoli,NARAINBAGAR,CHIRKHUN,0,0,1,0,0
UTTARAKHAND,Bageshwar,GARUR,HIJORIYA BAJWAR,0,0,0,0,2
UTTARAKHAND,Almora,BHAISIACHHANA,SHEEL,0,0,0,0,2
UTTARAKHAND,Pauri,Dwarikhal,BANNI,0,0,1,0,0
UTTARAKHAND,Pauri,KOT,DHUNGLI,0,1,0,0,0
UTTARAKHAND,Almora,DWARAHAT,BHETE,0,0,0,0,1
UTTARAKHAND,Tehri,PRATAP NAGAR,MUKHMALGAON,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,MAWAI,0,0,0,0,5
UTTARAKHAND,Tehri,DEVPRAYAG,BHADLI,0,0,0,0,1
UTTARAKHAND,Tehri,DEVPRAYAG,NAUSA BAAGI,0,0,0,0,1
UTTARAKHAND,Champawat,PATI,Kanikot,0,0,0,0,2
UTTARAKHAND,Tehri,PRATAP NAGAR,GHORPUR,0,0,0,0,2
UTTARAKHAND,Bageshwar,BAGESHWAR,BAMRARI,0,0,0,0,5
UTTARAKHAND,Pithorgarh,MUNAKOT,MAJHERA,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,TUNDALA,0,1,0,0,1
UTTARAKHAND,Almora,HAWALBAG,KAYALA,0,0,0,0,4
UTTARAKHAND,Champawat,BARAKOT,Raighaon,0,0,0,0,3
UTTARAKHAND,Almora,SALT,DYONA,0,1,0,0,0
UTTARAKHAND,Bageshwar,BAGESHWAR,REKHOLI1,0,0,0,0,1
UTTARAKHAND,Pauri,PAURI,DUNGARI,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,KORARH,0,0,1,0,0
UTTARAKHAND,Champawat,LOHAGHAT,Kheti,0,0,0,0,4
UTTARAKHAND,Almora,TAKULA,AGRAUL KURI,0,0,1,0,0
UTTARAKHAND,Almora,DHAULADEVI,RITHA KOT,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,KALSIMA,0,0,0,0,4
UTTARAKHAND,Bageshwar,GARUR,SIMGARI,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,KUNJHALI,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,BUDHAN,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,HARBAGAR,0,0,0,0,1
UTTARAKHAND,Bageshwar,GARUR,NAGHAR,0,0,0,0,4
UTTARAKHAND,Pithorgarh,MUNAKOT,TARIGAON,0,0,0,1,1
UTTARAKHAND,Almora,HAWALBAG,DHAMUWA KANALA,0,0,0,0,2
UTTARAKHAND,Pauri,KOT,JHANJHAD,0,2,0,0,0
UTTARAKHAND,Chamoli,GAIRSEN,MAHARGAON,0,0,0,0,2
UTTARAKHAND,Uttarkashi,PAROLA,KARANDA,0,0,0,0,1
UTTARAKHAND,Tehri,NARENDRA NAGAR,ODADA,0,0,0,0,3
UTTARAKHAND,Chamoli,THARALI,CHAIRANGA TALLA,0,0,0,1,0
UTTARAKHAND,Rudarprayag,JAKHOLI,BAG SEER,0,0,0,0,1
UTTARAKHAND,Pithorgarh,DHARCHULA,KHELA,0,1,0,0,0
UTTARAKHAND,Almora,BHIKIASAIN,DUMDOLI PATLIYA,0,1,0,0,1
UTTARAKHAND,Pauri,KOT,NAKOT,0,1,0,0,0
UTTARAKHAND,Chamoli,KARNAPRAYAG,SYAN KISANPUR,0,0,1,0,0
UTTARAKHAND,Tehri,NARENDRA NAGAR,MARORA,0,0,0,0,1
UTTARAKHAND,Chamoli,KARNAPRAYAG,JAIKANDI,0,0,1,0,0
UTTARAKHAND,Bageshwar,BAGESHWAR,KUNAR,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,BIMOLA,0,0,0,0,1
UTTARAKHAND,Pauri,Dwarikhal,BAR GADDI,0,0,1,0,0
UTTARAKHAND,Chamoli,JOSHIMATH,KHIRON,0,0,1,0,0
UTTARAKHAND,Bageshwar,GARUR,MATHRON,0,0,0,0,1
UTTARAKHAND,Pithorgarh,GANGOLIHAT,BHILKOT,0,0,1,0,0
UTTARAKHAND,Pithorgarh,KANALICHINA,BEHALIA,0,0,0,1,0
UTTARAKHAND,Almora,BHIKIASAIN,MASON,1,3,0,1,0
UTTARAKHAND,Chamoli,JOSHIMATH,HAILANG,0,0,2,0,0
UTTARAKHAND,Rudarprayag,UKHIMATH,FAPANJ,0,0,0,0,3
UTTARAKHAND,Tehri,PRATAP NAGAR,CHAUNDHAR,0,0,0,0,3
UTTARAKHAND,Pithorgarh,KANALICHINA,VATULA,0,0,0,0,1
UTTARAKHAND,Pithorgarh,DHARCHULA,TANTAGAONRONGTU,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,RAMANI,0,0,0,0,2
UTTARAKHAND,Almora,DHAULADEVI,DEOLISIRI,0,0,0,0,1
UTTARAKHAND,Pithorgarh,MUNAKOT,AGAR,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,SYARI,0,0,0,0,1
UTTARAKHAND,Almora,DWARAHAT,BEDULI,0,0,0,0,1
UTTARAKHAND,Almora,LAMGARA,BHABU,0,0,0,0,2
UTTARAKHAND,Almora,LAMGARA,GARAUN,0,0,0,0,1
UTTARAKHAND,Champawat,PATI,Takna Gurau,0,0,0,1,0
UTTARAKHAND,Chamoli,GHAT,GHUNI,0,2,0,0,1
UTTARAKHAND,Almora,LAMGARA,DHEULE RAWATELA,0,0,0,0,5
UTTARAKHAND,Champawat,BARAKOT,Sutera,0,0,2,0,0
UTTARAKHAND,Almora,HAWALBAG,RAON,0,0,0,0,1
UTTARAKHAND,Rudarprayag,AUGUSTYAMUNI,AGAR JAWARI,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,NAIKANA,0,0,0,0,1
UTTARAKHAND,Uttarkashi,NOUGAON,DARSO,0,0,0,0,2
UTTARAKHAND,Bageshwar,BAGESHWAR,ANARSA,0,0,0,0,5
UTTARAKHAND,Dehradun,KALSI,VISOI,0,0,0,9,0
UTTARAKHAND,Pauri,KHIRSU,MASAULI,0,1,0,0,0
UTTARAKHAND,Pithorgarh,KANALICHINA,AMTARI,0,0,0,1,0
UTTARAKHAND,Tehri,PRATAP NAGAR,GARWANGAON,0,0,0,0,10
UTTARAKHAND,Almora,HAWALBAG,MATENA,0,0,0,0,1
UTTARAKHAND,Pithorgarh,MUNAKOT,KANTE BORA GAON,0,0,0,2,1
UTTARAKHAND,Chamoli,DEWAL,BANK,0,0,0,0,2
UTTARAKHAND,Almora,TARIKHET,SAIKURA,0,0,4,0,0
UTTARAKHAND,Chamoli,GAIRSEN,FARKANDE TALLI,0,3,0,0,0
UTTARAKHAND,Almora,HAWALBAG,BHANAR,0,0,0,0,1
UTTARAKHAND,Rudarprayag,UKHIMATH,SINGOLI,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,GUDOLI LAGGA KOT,0,0,0,0,1
UTTARAKHAND,Tehri,PRATAP NAGAR,ONALGAON,0,0,0,0,3
UTTARAKHAND,Pauri,KHIRSU,THAPLA,0,1,0,0,0
UTTARAKHAND,Chamoli,DEWAL,VAAN,0,0,0,0,1
UTTARAKHAND,Almora,BHIKIASAIN,THOLI,0,3,0,0,1
UTTARAKHAND,Uttarkashi,NOUGAON,KHAMUNDDI MALLI,0,0,0,0,1
UTTARAKHAND,Uttarkashi,NOUGAON,VEFF,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,BANSWARA,0,0,0,0,1
UTTARAKHAND,Bageshwar,GARUR,MANIYAKHET,0,0,0,0,1
UTTARAKHAND,Almora,DHAULADEVI,BINIKHET MALLI,0,0,0,0,2
UTTARAKHAND,Bageshwar,GARUR,BANTOLI,0,0,0,0,5
UTTARAKHAND,Tehri,NARENDRA NAGAR,KUKHAI TALLI,0,0,0,0,4
UTTARAKHAND,Almora,HAWALBAG,NAINOLI,0,0,0,0,1
UTTARAKHAND,Champawat,CHAMPAWAT,Silaar,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,TER GAON,0,1,1,0,0
UTTARAKHAND,Tehri,DEVPRAYAG,KURN,0,0,0,0,1
UTTARAKHAND,Chamoli,GHAT,KUMARTOLI,0,0,0,0,2
UTTARAKHAND,Almora,DWARAHAT,KUNTHYRI,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,PIPALKOTE,0,0,0,0,1
UTTARAKHAND,Pauri,KOT,BANDUL,0,1,0,0,0
UTTARAKHAND,Pauri,KOT,CHAMRARA,0,1,0,0,0
UTTARAKHAND,Pauri,YAMKESWAR,DIYOGI,0,1,0,0,0
UTTARAKHAND,Almora,DHAULADEVI,THAPROLA NYABAD GUNT,0,0,0,0,1
UTTARAKHAND,Almora,TARIKHET,NAWALI,0,0,4,0,0
UTTARAKHAND,Pithorgarh,BERINAAG,CHAUKORI,0,0,0,0,1
UTTARAKHAND,Chamoli,GAIRSEN,SARKOT,0,5,0,0,0
UTTARAKHAND,Almora,TARIKHET,CHAU GAON,0,0,1,0,0
UTTARAKHAND,Pauri,KOT,MARORA,0,3,0,0,0
UTTARAKHAND,Almora,DHAULADEVI,ANDOLI-2,0,0,0,0,3
UTTARAKHAND,Dehradun,KALSI,JAMUA,0,0,0,3,0
UTTARAKHAND,Tehri,JAUNPUR,KHARK,0,0,0,0,1
UTTARAKHAND,Almora,HAWALBAG,PITHONI,0,0,0,0,1
UTTARAKHAND,Chamoli,POKHARI,BAJILAGARANO,0,1,0,0,0
