State,District,Block/Tehsil,Village,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Other
ANDAMAN & NICOBARS,NICOBAR,CAR NICOBAR,Big Lapati,0.1,0.1,0.1,0,0
ANDAMAN & NICOBARS,NICOBAR,CAR NICOBAR,Tapoiming,0.6,0.4,0.4,0,0
ANDHRA PRADESH,Anantapur,Agali,Agali,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Akkagaladevarahalli,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Hulikeradevarahalli,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Inagalore,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Kodihalli,1.79,1.71,0.62,0,0
ANDHRA PRADESH,Anantapur,Agali,Madhudi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Narasambudi,0.45,0.4,0.08,0,0
ANDHRA PRADESH,Anantapur,Agali,P. Byadigera,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Ravudi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Amadagur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Cheekirevulapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Chinaganipalle,0.8,0.8,0.2,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Dademvaripalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Edigavaripalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Jowkalakothapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Karinireddipalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Kassamudram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Lokojipalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Mohammadabad,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Pulikuntlapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Ramanathapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Thummala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Anantapur (CT),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Anantapur (M Corp),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Chiyyedu,3.65,3.65,2.83,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Gollapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Itikalapalle,8.4,8.4,6.17,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kamarupalle,1.21,1.21,1.21,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kandakur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Narayanapuram (CT),10.33,10.33,8.49,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Somanadoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Thaticherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Brahmana Yaleru,7.21,7.21,6.81,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Goridindla,18.2,10.92,9.3,0.81,0
ANDHRA PRADESH,Anantapur,Atmakur,Padamatiyaleru,2.02,0.81,0.81,0.4,0
ANDHRA PRADESH,Anantapur,Atmakur,Sanapa,35.58,29.52,24.63,0.4,0
ANDHRA PRADESH,Anantapur,Atmakur,Thopudurthi,19.43,10.51,8.9,3.23,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Apparacheruvu,12.74,10.94,7.02,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Bathalapalle,4.45,2.83,2,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Chennarayapatnam,0.4,0.4,0.4,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,D.Cherlopalle,31.55,16.83,18.86,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Dampetla,1.85,1.03,0.8,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Edula Mustur,31.15,19.4,12.79,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Gariselapalle,37.27,31.84,25.41,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Malyavantham,4.41,4.01,3.6,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Obulapuram,19.21,12,9.02,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Raghavampalle,9.15,8.87,4.62,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Sangala,2.02,2.02,1.82,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Beluguppa,2.83,2.43,0.8,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Duddekunta,1.4,1.4,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Gangavaram,1,1,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Kalvapalle,1.2,1.2,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Konampalle,0.4,0.4,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Narasapuram,3.64,3.64,1.2,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Narinjagundlapalle,1.62,1.62,0.4,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Seerpi,37.64,35.62,29.12,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Sreerangapuram,3.23,2.42,1.61,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Thagguparthy,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Yerragudi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bommanahal,Kalludevanahalli,19.39,11.88,8.05,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Agraharam,0.97,0.81,0.61,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Bukkapatnam,87.04,86.17,53.13,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Gunipalle,9.31,5.87,5.46,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Kothakota,19.01,18.52,12.65,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Krishnapuram,42.58,41.37,37.5,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Marala,39.15,36.5,29.71,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Pamudurthi,1.21,1.21,0.4,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Siddarampuram,37.05,35.84,30.59,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Bodiganidoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chedulla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chennampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chennarayunipalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Danduvaripalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Janthulur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Kondakinda Agraharam,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Korrapadu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Podaralla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Reddipalle,1.21,1.21,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Siddarampuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Bramhanapalle,3.23,2.43,1.21,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Ganginepalle,24.29,23.88,18.46,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Kanumukkala,36.02,31.96,24.95,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Mustikovila,23.87,22.26,18.65,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Pyadindi,103,94.85,74.33,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Veldurthi,19.42,18.62,14.99,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Kodur,36.07,34.94,3.43,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Morasalapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Muddireddipalle,0.81,0.61,0.4,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Somaghatta,20.24,20.24,17.57,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Jajarakal,8.24,8.2,0.04,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Muradi,8.13,6.29,1.96,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,2.02,1.62,0.46,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,1.21,1.13,0.12,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,2.09,2.09,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Buddareddipalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Elukuntla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Nelakota,0.81,0.4,0.4,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,1.21,0.81,0.4,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,2.02,1.21,0.81,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Thummala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamachenubylu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamalagondi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,1.21,1.21,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0.4,0.4,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Jeenulakunta,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Kamathampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0.28,0.28,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Maduguvanigondi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Malameedapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Somayajulapalle,2.43,2.43,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Thummalabylu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Veparala,14.01,13.81,0.2,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Ankampeta,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Illuru,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru Agraharam,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kanampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Koppalakonda,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kotanka,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Marthadu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Muntimadugu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Penakacherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Sirivaram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Abbedoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Aniganidoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Basinepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Bethapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Brahmanapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Dharmapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Erragudi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Eswarapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Gooty (Rural),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Gooty(CT),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Jakkalacheruvu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Karadikonda,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Kojjepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Kothapeta,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Mamadur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Marnepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Peddoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Rajapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Thondapadu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Turakapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Ubicherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Utakallu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Bayanakuntapalle,0.81,0.81,0.81,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Boyalapalle,0.61,0.61,0.4,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Buganipalle,0.61,0.61,0.61,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Devulacheruvu,2.7,2.7,1.64,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gangampalle,9.38,9.38,5.92,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gorantla,8.44,5.65,4.43,0.8,0
ANDHRA PRADESH,Anantapur,Gorantla,Gowrivaripalle,34.14,33.93,32.23,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Jakkasamudram,7.91,7.91,7.91,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Jowkuledudinne,0.81,0.81,0.81,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Kammavaripalle,8.53,8.53,7.49,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Katepalle,2.33,2.25,1.66,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Mallapalle,2.53,2.53,2.47,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Mandalapalle,2.11,2.11,1.3,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Maredipalle,3.89,3.46,3.44,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Obulapuram,0.61,0.61,0.61,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Palasamudram,8.81,8.57,8.37,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Puleru,26.01,22.17,19.07,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Ragimakulapalle,0.72,0.72,0.4,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Vadigepalle,8.37,7.28,3.2,0.28,0
ANDHRA PRADESH,Anantapur,Gorantla,Vanavolu,13.52,13.32,10.22,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Gudibanda,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Karikera,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Kekathi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Konkallu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Morubagal,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Muthukur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Pillenahalli,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Ameenpalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Dosaludiki,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Gundala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Guntakal (M),0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Kasapuram,3.24,3.24,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Konganapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Nakkanadoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Obulapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Sangala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Alampur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Bathalapalle,20.32,19.51,18.7,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Chalamakuntapalle,0.14,0.08,0.08,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Chippalamadugu,15.78,14.57,14.57,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri (M),26.15,26.12,26.09,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri (R),36.04,34.55,34.5,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri Brahmanapalle,73.59,73.59,72.78,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kondamanayanipalem,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Motukapalle,1.62,1.62,1.62,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Muthyalacheruvu,10.93,10.72,9.91,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Patnam,11.73,10.7,10.7,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yeguvapalle,7.68,7.68,7.48,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yerradoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Konetinayanipalyam,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Maddalacheruvu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Narasampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Thumucherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Bandlapalle,11.21,9.31,5.22,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Byrapuram,14.3,8.54,6.78,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kanisettipalle,8,4.9,4.43,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kesapuram,1.82,1.82,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kodapaganipalle,16.1,8.93,7.12,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kothapalle,5.33,3.57,2.52,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Thippa Batlapalle,0.85,0.85,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Vemuletipalle,9.21,5.66,4.99,0,0
ANDHRA PRADESH,Anantapur,Kudair,Cholasamudram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Gotukur,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Ipperu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Jayapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Kalagalla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Kamuru,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Korrakodu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Kudair,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Marutla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Mavinamardhanahalli,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Thimmapuram,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Udiripikonda,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Brahmadevaramarri,5.01,4.03,3.21,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Budanampalle,35,21.99,18.95,0.81,0
ANDHRA PRADESH,Anantapur,Mudigubba,Chagapuram,6.07,4.44,2.81,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Chinnakotla,5.47,3.66,2.41,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Devaragudipalle,0.65,0.65,0.24,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Dorigallu,56.35,42.42,31.07,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Gandlavandlapalle,1.21,1.21,0.8,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Gunjepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Jonnalakothapalle,31.23,26.09,18.73,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Kodavandlapalle,15.3,12.84,11.2,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Kondagattupalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Malakavemula,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Mallepalle,19.4,15.56,9.5,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Mangalamadaka,35.49,26.02,20.7,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Marthadu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Mukthapuram,39.69,29.98,25.08,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Nagareddipalle,28.7,22.65,15.71,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Nakkalagutta Palle,3.73,3.12,2.31,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Peddachigullarevu,12.5,9.73,7.66,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,S.Bandlapalle,13.09,11.87,9.82,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sanevaripalle,1.21,1.01,0.4,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sankepalle,7.27,6.67,3.63,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sankepalle Brahmanapal,4.48,3.87,2.44,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Thappetavaripalle,6.91,6.1,4.48,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Thimmanayanipalem,7.68,6.67,4.04,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Uppalapadu,25.47,16.4,12.33,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Allugundu,61.3,58.24,58.24,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Jogannapeta,57.43,55.75,55.35,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Kadiripulakunta,42.04,42.04,42.04,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Maddimadugu,4.25,4.25,2.23,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Nallacheruvu,135.51,116.59,112.3,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Oravoy,124.16,99.59,98.28,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Panthulacheruvu,27.28,20.85,7.24,0.4,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,S.Mulakalapalle,11.51,8.81,5.65,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Talamarlavandla Palle,69.4,40.29,24.27,1.57,9.7
ANDHRA PRADESH,Anantapur,Nallacheruvu,Tavalamarri,69.12,66.58,66.58,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Ubicherla,77.22,72.77,72.13,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Charupalle,4.05,4.05,4.05,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Chowtakuntapalle,10.48,8.88,8.07,0.4,0
ANDHRA PRADESH,Anantapur,Nallamada,Donnikota,25.95,18.18,15.35,0.2,0
ANDHRA PRADESH,Anantapur,Nallamada,Gopepalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Kurumala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Nallamada,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Pulagampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Reddipalle,0.4,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Vankarakunta,38.31,36.69,36.69,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Vellamaddi,1.21,0.81,0.4,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Dhaniyanicheruvu,59.08,59.08,23.63,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Edurudona,22.43,22.43,22.06,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Nambulipulikunta,10.6,10.6,10.6,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Pedaballikothapalle,5.68,5.68,5.68,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Velichelimala,108.87,108.87,108.87,0,0
ANDHRA PRADESH,Anantapur,Narpala,Bandlapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Bondalawada,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Durgam,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Gugudu,0.83,0,0.42,0.4,0
ANDHRA PRADESH,Anantapur,Narpala,Haveli Sodanapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Nadimidoddi,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Narpala,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Siddaracherla,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Venkatampalle,2.43,0.81,0.81,1.62,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Allapalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Arkabhavipalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Daburuvaripalle,10.52,10.52,10.52,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Inagalur,40.8,40.8,40.8,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Kondakamarla,0.81,0.81,0.81,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Mukkandlavarikothapall,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Obuladevaracheruvu,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Sunnampalle,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Tangedukunta,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Thippepalle,0,0,0,0,0
