State,District,Block/Tehsil,Village,values,problem
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,5,Dried_up
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,Destroyed
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,Sea_water
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,Factory_waste
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,Project
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,Others
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Salinity
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,2,Dried_up
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Destroyed
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Sea_water
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Factory_waste
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Project
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,Others
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Salinity
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,1,Dried_up
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Destroyed
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Sea_water
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Factory_waste
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Project
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,24,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,1,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),10,Dried_up
