State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
ANDHRA PRADESH,Anantapur,Amadagur,Amadagur,1,0.8,131,2.21,3,0.61,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Cheekirevulapalle,0,0,8,5.85,0,0,32,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Chinaganipalle,4,7.17,18,0,0,0,30,0,0,0,5,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Dademvaripalle,0,0,9,3.83,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Edigavaripalle,2,1.51,3,0,1,1.95,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Jowkalakothapalle,0,0,69,0,1,2.79,1,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Karinireddipalle,0,0,9,3.43,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Kassamudram,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Lokojipalle,0,0,5,2.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Mohammadabad,1,0.69,22,1.13,2,1.82,47,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Pulikuntlapalle,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Thummala,0,0,54,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Amarapuram,1,2.42,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Basavanahalli,1,1.57,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Halukuru,0,0,0,0,44,71.95,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Hemavathi,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Nidragatta,1,0.4,0,0,36,47.99,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amarapuram,Thammadehalli,17,22.71,0,0,2,1.05,0,0,103,110.96,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Alamuru,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Chiyyedu,0,0,2,0,1,0,0,0,2,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Gollapalle,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Katiganikalva,0,0,2,0,8,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kodimi,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Mannila,0,0,1,0,0,0,0,0,2,0.81,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Somanadoddi,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Thaticherla,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Upparapalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Goridindla,3,2.8,0,0,0,0,1,4.04,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Padamatiyaleru,0,0,0,0,1,0.84,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Apparacheruvu,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Bathalapalle,1,1.21,19,18.52,4,2.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Chennarayapatnam,0,0,1,1.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,D.Cherlopalle,0,0,1,2.43,0,0,0,0,1,3.04,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Dampetla,2,3.23,3,3.64,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Edula Mustur,0,0,15,34.29,2,1.61,0,0,0,0,1,4.04,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Gariselapalle,2,2.02,41,52.2,5,13.55,0,0,2,2.02,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Malyavantham,1,1.22,10,30.92,0,0,0,0,1,4.04,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Obulapuram,0,0,5,4.02,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Sangala,1,3.64,15,50.72,4,5.38,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Bhairasamudram,0,0,24,2.02,15,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Brahmasamudram,0,0,0,0,1,2.02,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Eradikera,0,0,2,3.44,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Kannepalle,0,0,3,0.81,0,0,1,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Theetakal,0,0,9,11.31,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Vepalaparthy,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,West Kodipalle,1,0,0,0,3,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Agraharam,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Kothakota,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Marala,0,0,2,4.65,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Siddarampuram,0,0,1,2.31,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Chennekothapalle,0,0,26,41.3,3,4.86,2,3.24,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Ganginepalle,0,0,1,2.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Kanumukkala,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Nyamaddala,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Kodur,0,0,35,42.01,3,4.24,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Morasalapalle,1,1.22,8,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Settipalle,5,5.87,32,29.52,6,4.44,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Somaghatta,0,0,1,1.52,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Yagnisettipalle,0,0,1,5.75,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,D.Hirehal,0,0,3,2.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,H.Hossahalli,0,0,2,1.66,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Hirdehal,0,0,44,78.65,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Jajarakal,0,0,4,4.06,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Kadalur,0,0,2,2.27,0,0,1,1.05,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Muradi,0,0,6,5.06,1,1.02,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,1,0.91,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Obulapuram,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,0,5,5.26,1,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,0,2,2.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Buddareddipalle,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,2,2.02,80,2.02,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,1,1.21,51,2.83,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),1,0,9,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Elukuntla,2,6.87,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,11,0,32,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),1,0,55,3.64,0,0,1,0,1,2.83,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,2,0,33,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Nelakota,0,0,51,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,26,16.56,86,6.87,3,0,0,0,0,0,2,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Thummala,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamachenubylu,0,0,0,0,0,0,2,3.25,0,0,13,19.32,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamalagondi,0,0,0,0,3,4.11,5,8.05,0,0,5,7.89,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,21,21.21,4,5.34,12,0.4,60,71.09,22,17.89,57,31.04,1,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Jeenulakunta,0,0,1,0,9,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Kamathampalle,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Malameedapalle,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Somayajulapalle,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Veparala,0,0,0,0,1,1.22,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Budedu,7,5.14,4,0,1,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru Agraharam,0,0,19,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kanampalle,0,0,13,19.26,1,1.7,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kotanka,0,0,1,0.89,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Muntimadugu,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Obulapuram,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Penakacherla,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Bethapalle,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Jakkalacheruvu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Mamadur,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Utakallu,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gangampalle,0,0,9,12.34,1,2.22,0,0,0,0,1,2.22,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gorantla,0,0,15,23.9,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Katepalle,0,0,1,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Mallapalle,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Vadigepalle,0,0,6,8.06,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Vanavolu,0,0,1,2.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Konkallu,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Muthukur,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Belodu,1,0.8,3,2.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Gollapalle,1,0.44,16,16.85,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Gummagatta,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Kalugodu,0,0,1,1.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Rangasamudram,1,0.81,16,16.5,1,0.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,S.Hosahalli,1,1.12,2,3.04,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gummagatta,Tallakera,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Chalivendala,0,0,40,65.11,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Chowlur,0,0,79,188.47,3,7.68,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Gollapuram,0,0,8,14.61,1,2.27,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Hindupur (M),0,0,2,2.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Kirikera,0,0,15,30.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Kotipi,0,0,3,3.63,5,2.43,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Maluguru,0,0,36,50.39,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Manesamudram,0,0,1,1.66,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Santhebidanur,0,0,64,94.2,3,5.95,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Sreekanthapuram (R),0,0,42,93.71,0,0,1,2.62,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Thumukunta,0,0,1,1.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Hindupur,Thungepalle,0,0,3,5.35,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Chippalamadugu,0,0,1,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri (M),1,0.52,14,15.04,3,2.56,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri Brahmanapalle,7,6.4,2,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Patnam,0,0,1,1.62,2,1.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yeguvapalle,0,0,4,1.41,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yerradoddi,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kalyandurg,Chapiri,1,2.42,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kambadur,Ramapuram,1,1.21,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Dadalur,0,0,88,2.02,0,0,2,0.8,2,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Elakkuntla,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Kanaganapalle,4,0,26,3.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Konetinayanipalyam,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Maddalacheruvu,1,0,31,0.81,1,0,5,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Mukthapuram,0,0,6,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Muthavakuntla,0,0,19,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Narasampalle,0,0,16,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Thogarakunta,2,0,26,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Thumucherla,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kundurpi,Basapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kundurpi,Bestharapalle,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kundurpi,Jambugumpala,0,0,0,0,1,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kundurpi,Nijavalli,0,0,1,0.4,0,0,1,0.4,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kundurpi,Yenumaladoddi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Cholasamudram,0,0,29,104.03,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Kallur,0,0,38,76.17,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Kodihalli,1,4.04,25,98.99,1,4.04,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Kondur,0,0,13,39.18,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Lepakshi,0,0,7,28.35,2,8.1,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Mydugolam,0,0,8,10.96,1,2.63,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Pulamathi,11,28,67,186.13,1,3.24,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Bullasamudram,11,12.5,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,C.Kodigepalle,16,13.64,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Haresamudram,5,5.23,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Jadrahalli,16,11.61,1,0.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Kallumarri,20,11.63,0,0,13,11.26,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Karesankanahalli,4,4.43,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Madakasira,0,0,0,0,24,15.66,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Mallinayakanahalli,7,5.63,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Manur,1,1.21,1,1.21,19,19.75,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Melavoi,1,0.4,0,0,45,48.34,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Tirumaladevarahalli,0,0,0,0,5,6.46,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Upparlahalli,5,4.01,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Madakasira,Yerrabommanahalli,50,47.01,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Budanampalle,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Dorigallu,0,0,2,2.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Gandlavandlapalle,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Jonnalakothapalle,0,0,12,15.55,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Malakavemula,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Mallepalle,0,0,12,13.11,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Mukthapuram,0,0,6,7.7,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Nakkalagutta Palle,0,0,3,4.25,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,S.Bandlapalle,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sanevaripalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sankepalle,0,0,9,13.73,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Mudigubba,Sankepalle Brahmanapal,0,0,3,3.63,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Allugundu,0,0,15,23.25,4,5.66,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Jogannapeta,1,1.82,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Kadiripulakunta,1,0.8,10,13.66,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Nallacheruvu,0,0,31,31.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Panthulacheruvu,0,0,16,28.27,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Talamarlavandla Palle,0,0,5,7.68,6,8.26,0,0,0,0,0,0,1,0.8
ANDHRA PRADESH,Anantapur,Nallacheruvu,Tavalamarri,0,0,31,47.54,6,8.08,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallacheruvu,Ubicherla,0,0,1,3.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Charupalle,0,0,11,0,2,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Donnikota,0,0,20,12.85,4,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Gopepalle,0,0,8,1.21,4,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Kurumala,0,0,25,1.61,4,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Nallamada,0,0,11,3.06,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Pulagampalle,3,6.08,11,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Reddipalle,0,0,42,10.31,14,3.23,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Vankarakunta,1,5.98,11,6.78,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Vellamaddi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Dhaniyanicheruvu,47,91.92,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Edurudona,0,0,0,0,40,57.94,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Gowkanapalle,0,0,0,0,24,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Nambulipulikunta,3,4.04,6,11.14,7,16.78,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nambulipulikunta,Pedaballikothapalle,0,0,0,0,11,15.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Gugudu,0,0,0,0,0,0,0,0,1,1.62,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Narpala,1,1.05,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Narpala,Venkatampalle,2,3.33,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Daburuvaripalle,1,4.04,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Inagalur,0,0,1,4.04,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Narasambhotlapalle,0,0,3,3.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Sunnampalle,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Tangedukunta,5,12.74,4,10.1,1,2.42,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Venkatapuram,0,0,6,25,1,1.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Moda,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Parigi,2,3.53,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Parigi,Sirekolam,0,0,2,4.25,0,0,0,0,0,0,0,0,0,0
