State,District,Block/Tehsil,Village,Non Availability of Adequate Power/Fuel - No.,Non Availability of Adequate Power/Fuel - PL,Mechanical Break Down - No.,Mechanical Break Down - PL,Less discharge of Water - No.,Less discharge of Water - PL,Non - Availability of Finance - No.,Non - Availability of Finance - PL,Lack of Maintenance- No.,Lack of Maintenance- PL,Others - No.,Others - PL
JHARKHAND,Deoghar,DEVIPUR,Baghmara,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Baghmari,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bahadurpur,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bahrabank,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Balampur,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Balnadi,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Balraidih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Balthar,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bandar Basa,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bandgari,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bangora,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bank Mundaria,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Baradbhura Pokhariya,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Barasoli,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bariyaradih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Basulia,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Behran,0,0,0,0,24,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Behran Chhit,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bermuka,0,0,0,0,11,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bhagwanpur,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bhalpahri,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bharthidih,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bhogtachhorat,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Bhuliamarni,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Birnia,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Chaudharidih(A),0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Chhota Rosan,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Chitarpur,0,0,0,0,17,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Daluraydih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Daranga,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Dharti Chak,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Dhobna,0,0,0,0,18,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Dumar Kundi,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Gajrajpur,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ghasko,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ghonghadih,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Harodih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Harokura,0,0,1,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Hathwari,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Jagatpur,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Jasiadih,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Jhuri,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kamarsali,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kapasia,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kapsa,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kasati,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kasidih,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kasuadih,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kathghari,0,0,0,0,15,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kendua,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kinaidih,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kolharia(A),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kolharia(B),0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Kuchiagarha,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Lamba,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Madanpur,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Madhwadih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Mahbadia,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Majhiladih(A),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Manda Mundi,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Manusmari,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Marro,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Mohuatanr,0,0,0,0,18,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Narha Simar,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Nauwadih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Nawadih (D),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Nawadih(A),0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Nawadih(B),0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Nepodih,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Pahridih,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Pandanbana,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Panrjori,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Parandih Banusari,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Paruraydih,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Phulkari,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Phutabandh,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Pindari,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Pipra,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Pirhakata,0,0,1,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Raghunathpur,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Rajpura(A),0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Rajpura(B),0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ramraidih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ramsagar,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ramudih,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Ratanbad,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Sadhwadih,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Saharpur,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Saptabandh,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Sardha,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Saruka,0,0,1,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Semra Khas,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Semradih,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Siri,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Sirsia,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Siwsagar,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Sultanpur,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Tatkio,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Tilauna,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Titichapar,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,DEVIPUR,Toombo,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Alampur,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Barjora,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Burhikura,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Damaria Chak,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Dhabna,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Dhantariya(A),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Dindakuli,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Ganjebari,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Jagadih,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Jagtopa,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Karo,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Nawadih(B),0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Pathraul,0,0,0,0,15,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Pratappur,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Sonabank,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Tekra,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,KAROO,Upar Bilriya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Baratanr (C),0,0,1,0.5,0,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Gangomarni,0,0,1,0.5,0,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Ganti,0,0,0,0,2,1,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,J0Gidih,0,0,1,0.5,0,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Jaridih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Jundlitnar,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Khairbani,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Lorhajor,0,0,1,0.5,0,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Manpur,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Marghati,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Mathura,0,0,0,0,1,0.5,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Phulchi,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Santali Simra,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MADHUPUR,Saptar,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Aguiya Chak,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Akduara,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Amrita,0,0,1,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Arjunka,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Bagaiya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Baghmara,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Baijutanr,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Bansimi,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Bara Charpa,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Barotanr(B),0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Barsatiya,0,0,0,0,11,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Birsinghdih,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Chhatapathar,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Chhota Charpa,0,0,0,0,63,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Chorkata,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Chunji,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Dengra,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Duar Pahari,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Dumariya,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Gaganpur,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Garhitanr,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Ghaghra,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Ghasko,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Gormara,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Haringarha,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Jiyanpur,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Jorasimal,0,0,0,0,21,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kaira Kundi,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kanduatanr,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kano,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kenduwatanr,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Khajuriyatanr,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Khamarbad(A),0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kharjori,0,0,0,0,35,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kishunpur,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kodarkhosi,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kogri,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Koiridih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kolhariya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kotapahari,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Kushmaha,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Laharjori,0,0,0,0,30,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Lalpur,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Margomunda,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Naiyadih(B),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Nauka Chihutiya,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Pandaniya,0,0,0,0,16,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Partappur,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Pichhri,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Pipra,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Purana Chhihutiya,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Raghunathpur,0,0,0,0,24,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Sugapahri,0,0,0,0,18,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Tiko Pahari,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MARGOMUNDA,Udhodih,0,0,1,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Alkoin,0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Amgachhi(B),0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Amruwa,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Arazi Amgachhi,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Arazi Buturuadih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Babupur(B),0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Baghduba,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Banjhi,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Bara(A),0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Barakola,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Bardahiya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Bariyodih,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Barmasiya(A),0,0,0,0,8,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Basbutiya,0,0,0,0,15,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Belatanr,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Birajkurumtanr,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Bisuwani,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Biyahi,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Budhibari,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Burhwakura,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Charkipahari,0,0,0,0,11,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chauphal(B),0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chhatakurum,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chhota Janaki,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chhotbahiari,0,0,0,0,6,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chigrumanjhidih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chiguraydih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chihardhandhiya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chihutiya,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Chulhiya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Dasdih,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Debichak,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Dharhi Kolhariya,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Dhawaghat,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Dudhwajor,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Dumma,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Gaura(B),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Gauribasar,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Ghordaura,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Ghospur,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Ghutiya Bara Asna,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Ghutiya Dundiya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Goedaha,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Gorai,0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Harkata,0,0,0,0,9,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Harodih,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Hathwari,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Hidolabaran,0,0,0,0,14,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jamua(A),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jamua(B),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jamuniya,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jariya,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jhagrudih,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jhilighat,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Jogiyakanali(A),0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kadrakura,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kairi,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kamdiha,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Karankol,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Katban,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kharagdiha,0,0,0,0,10,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Khobha,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kisnidih,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kolhariya,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kumardih,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kusmatilha,0,0,0,0,1,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Kusumdih(A),0,0,0,0,4,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Laharniya,0,0,0,0,5,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Latasare,0,0,0,0,12,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Letwa,0,0,0,0,2,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Liliabaran,0,0,0,0,7,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Lorhia,0,0,0,0,3,0,0,0,0,0,0,0
JHARKHAND,Deoghar,MOHANPUR,Mohnakanali,0,0,0,0,4,0,0,0,0,0,0,0
