State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
BIHAR,SAMASTIPUR,KHANPUR,BUJURG DWAR,1,7,0,0,0,0,0,0,0,0,0,0,1,7
BIHAR,SAMASTIPUR,KHANPUR,CHAKMAHO,2,14,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,KHANPUR,CHATUR BHUAR,1,7,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MOHANPUR,JAINAPUR,0,0,0,0,0,0,0,0,0,0,0,0,2,17
BIHAR,SAMASTIPUR,MORWA,JITWARPUR,0,0,1,13,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MORWA,PURUSHOTTAMPUR DAKHLI,0,0,0,0,1,14.5,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MORWA,RERIYAHI,1,11,1,13,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,PUSA,HARPUR MAHMDA,1,3,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SHIVAJINAGAR,BALLIPUR,0,0,0,0,1,13,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,UJIYARPUR,BELAMEGH,0,0,0,0,0,0,0,0,0,0,0,0,1,2
BIHAR,SAMASTIPUR,UJIYARPUR,CHAK MILKI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIHAR,SAMASTIPUR,UJIYARPUR,CHAKNIJAMAT,1,3,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,UJIYARPUR,MAHISARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIHAR,SAMASTIPUR,UJIYARPUR,VISHANPUR MATHI,0,0,0,0,0,0,0,0,0,0,0,0,10,0
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,BAJIDPUR,0,0,0,0,0,0,1,5,0,0,0,0,0,0
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,HARPUR BOCHHA,0,0,0,0,0,0,0,0,0,0,0,0,1,10
BIHAR,SUPAUL,BASANTPUR,PARWAHA,0,0,0,0,4,58,0,0,0,0,0,0,0,0
CHHATISGARH,Balodabajar,Balodabajar,Thelki,0,0,0,0,1,26.46,0,0,0,0,0,0,0,0
CHHATISGARH,Bemetara,Berala,Matiya,0,0,0,0,1,2,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD,BAVLA,BAVLA,0,0,2,3.07,0,0,0,0,0,0,0,0,3,18.4
GUJARAT,ANAND,ANAND,GAMDI,0,0,3,80.84,0,0,0,0,0,0,0,0,1,26.48
GUJARAT,ANAND,ANKLAV,AMBAV,0,0,0,0,0,0,0,0,0,0,0,0,1,10
GUJARAT,ANAND,BORSAD,DHUNDHAKUVA,0,0,1,10.74,0,0,0,0,0,0,0,0,0,0
GUJARAT,ANAND,BORSAD,DIVEL,0,0,3,27.34,0,0,0,0,0,0,0,0,0,0
GUJARAT,BHARUCH,AMOD,ACHHOD,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,AMOD,ADWALA,0,0,0,0,0,0,0,0,0,0,0,0,7,0
GUJARAT,BHARUCH,AMOD,AMOD,0,0,0,0,0,0,0,0,0,0,0,0,14,0
GUJARAT,BHARUCH,AMOD,ANOR,0,0,0,0,0,0,1,2.2,0,0,0,0,1,0
GUJARAT,BHARUCH,AMOD,BHIMAPURA,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GUJARAT,BHARUCH,AMOD,CHAKLAD,1,0,0,0,2,0,0,0,0,0,0,0,8,0
GUJARAT,BHARUCH,AMOD,DORA,0,0,1,0,1,0,0,0,0,0,0,0,7,0
GUJARAT,BHARUCH,AMOD,GHAMNAD,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,AMOD,IKHAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,AMOD,KARENA,0,0,0,0,0,0,0,0,0,0,0,0,4,0
GUJARAT,BHARUCH,AMOD,KESHLU,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GUJARAT,BHARUCH,AMOD,MALKINPURA ALISA T,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GUJARAT,BHARUCH,AMOD,NINAM,1,0,0,0,1,0,0,0,0,0,0,0,8,0
GUJARAT,BHARUCH,AMOD,OCHHAN,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GUJARAT,BHARUCH,AMOD,TANCHHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,AMOD,VASNA,0,0,0,0,0,0,1,0,0,0,0,0,6,0
GUJARAT,BHARUCH,AMOD,VEDCHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,BHARUCH,DABHALI,1,9.36,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,BHAVNAGAR,TALAJA,TARSARA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,BHUJ,SARLI,0,0,0,0,0,0,0,0,0,0,0,0,2,26.88
GUJARAT,KACHCHH,NAKHATRANA,DANANA,0,0,0,0,0,0,0,0,0,0,0,0,1,12.74
GUJARAT,KHEDA,GALTESHWAR,KUNI,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GUJARAT,KHEDA,KAPADVANJ,GHADIYA,0,0,1,0,0,0,0,0,0,0,0,0,7,0
GUJARAT,KHEDA,KAPADVANJ,JALOYA,2,0,1,2.38,0,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA,KAPADVANJ,SAVALI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GUJARAT,KHEDA,KATHLAL,BADARPUR,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUJARAT,KHEDA,KATHLAL,BHANER,0,0,0,0,4,11,0,0,0,0,1,4,6,20
GUJARAT,KHEDA,KATHLAL,DAMPAT,0,0,0,0,0,0,0,0,0,0,0,0,25,70
GUJARAT,KHEDA,KATHLAL,FULCHHATRAPURA,0,0,0,0,0,0,0,0,0,0,0,0,2,3
GUJARAT,KHEDA,KATHLAL,GADVEL,0,0,0,0,0,0,0,0,0,0,0,0,14,24
GUJARAT,KHEDA,KATHLAL,JITPURA,0,0,0,0,0,0,0,0,0,0,0,0,2,4
GUJARAT,KHEDA,KATHLAL,KAKARKHAD,0,0,0,0,0,0,0,0,0,0,0,0,6,9
GUJARAT,KHEDA,KATHLAL,KATHANA,0,0,0,0,0,0,0,0,0,0,0,0,6,19
GUJARAT,KHEDA,KATHLAL,KHALAL,0,0,0,0,0,0,0,0,0,0,0,0,3,9
GUJARAT,KHEDA,KATHLAL,MANORNI MUVADI,0,0,0,0,1,6,0,0,0,0,0,0,15,72
GUJARAT,KHEDA,KATHLAL,NANI BHANAVAT,0,0,0,0,0,0,0,0,0,0,0,0,2,4
GUJARAT,KHEDA,KATHLAL,SARALI,0,0,0,0,0,0,0,0,0,0,0,0,15,74
GUJARAT,KHEDA,KATHLAL,SARKHEJ,0,0,0,0,0,0,0,0,0,0,0,0,3,8
GUJARAT,KHEDA,KATHLAL,SHAHPUR,0,0,0,0,0,0,0,0,0,0,0,0,21,72
GUJARAT,KHEDA,KATHLAL,VANTDA,0,0,1,2,0,0,0,0,0,0,0,0,2,7
GUJARAT,MEHSANA,VIJAPUR,DAGAVADIYA,0,0,0,0,0,0,0,0,0,0,0,0,1,11.55
GUJARAT,MEHSANA,VIJAPUR,MANEKPUR DABHALA,0,0,0,0,0,0,0,0,0,0,0,0,1,12.75
GUJARAT,MEHSANA,VIJAPUR,VADASAN,0,0,0,0,0,0,0,0,0,0,0,0,1,11.52
GUJARAT,MORBI,MORBI,RAVAPAR,0,0,0,0,0,0,0,0,0,0,0,0,1,11.62
GUJARAT,PATAN,SARASVATI,HAIDARPURA,0,0,1,11.52,0,0,0,0,0,0,0,0,0,0
GUJARAT,PATAN,SARASVATI,JANGRAL,0,0,0,0,0,0,0,0,0,0,0,0,2,18.9
GUJARAT,PATAN,SARASVATI,VASNI,0,0,0,0,0,0,0,0,0,0,0,0,5,56.76
GUJARAT,VADODARA,SINOR,KUKAS,0,0,0,0,0,0,0,0,0,0,0,0,3,39
HIMACHAL PRADESH,UNA,AMB,Gagret,0,0,1,36,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SAMBA,VIJAYPUR,GUDWAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3
KARNATAKA,Bangalore Rural,Devanahalli,Byadarahalli,0,0,1,1.3,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Channarayapatna,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Doddakurubarahalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Mallepura,0,0,4,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,Devanahalli,Palya,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Bhumenahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Bangalore Rural,Dod Ballapur,Jinkebachchahalli,0,0,0,0,1,1.56,0,0,0,0,0,0,11,11.66
KARNATAKA,Bangalore Rural,Dod Ballapur,Veerapura,0,0,1,1.6,0,0,0,0,0,0,0,0,9,9
KARNATAKA,Bangalore Rural,Hosakote,Ankonahalli,0,0,0,0,0,0,0,0,0,0,0,0,5,10.36
KARNATAKA,Bangalore Rural,Hosakote,Arehalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.45
KARNATAKA,Bangalore Rural,Hosakote,Dasarahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Bangalore Rural,Hosakote,Hethakki,0,0,0,0,0,0,0,0,0,0,0,0,1,1
KARNATAKA,Bangalore Rural,Hosakote,Kodipura,0,0,0,0,0,0,0,0,0,0,0,0,1,18
KARNATAKA,Bangalore Rural,Hosakote,Kolathur,0,0,0,0,0,0,0,0,0,0,0,0,18,0
KARNATAKA,Bangalore Rural,Hosakote,Mothakadahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
KARNATAKA,Bangalore Rural,Hosakote,N.Hosahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
KARNATAKA,Bangalore Rural,Hosakote,Valagerepura,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11
KARNATAKA,Bangalore Rural,Nelamangala,Kanuvanahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Bangalore Rural,Nelamangala,Muddalinganahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Belgaum,Chikodi,Benadi,0,0,0,0,0,0,0,0,0,0,0,0,1,2
KARNATAKA,Belgaum,Chikodi,Gavan,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KARNATAKA,Belgaum,Chikodi,Nainglaj,0,0,0,0,0,0,0,0,0,0,0,0,1,1
KARNATAKA,Belgaum,Hukeri,Yemakanmardi,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Khanapur,Hindalagi,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Khanapur,Kapoli (K.G.),1,1.04,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Raybag,Nagaral,1,4,0,0,5,10.5,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Soundatti,Basidoni,0,0,2,13.94,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Soundatti,Benakatti,0,0,11,0,1,0,0,0,0,0,0,0,1,3.04
KARNATAKA,Belgaum,Soundatti,Hooli,0,0,0,0,1,5,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Soundatti,Jakabal,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,Soundatti,Katamalli,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7
KARNATAKA,Bellary,Bellary,Kurugodu,1,0.95,1,0.1,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Bidar,Basavakalyan,Gadlegaon (B),1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Bidar,Homnabad,Hippargaon,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Bidar,Homnabad,Udamnalli,0,0,9,1.06,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Aldur,0,0,27,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Badanaguppe,0,0,3,0,2,0,0,0,1,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Boodamballi,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Byadamudlu,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Chowdahalli,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Ganaganur,1,0,75,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Gulipura,0,0,4,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,H.Mookahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Heggavadi,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Heggavadipura,0,0,6,0,5,0,0,0,0,0,0,0,16,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Homma,0,0,29,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Hondarabalu,0,0,0,0,30,0,0,0,0,0,0,0,2,0
KARNATAKA,Chamarajanagar,Chamarajanagar,K.Mookahalli,0,0,16,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Kamaravadi,0,0,12,0,3,0,0,0,0,0,0,0,26,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Kasturu,0,0,13,0,16,0,2,0,0,0,0,0,5,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Melmala,0,0,9,0,3,0,0,0,2,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Muthige,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Nagavalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Navilur,0,0,44,0,0,0,0,0,0,0,0,0,19,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Puttanapura,0,0,0,0,0,0,0,0,0,0,0,0,11,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Rechamballi,0,0,17,0,1,0,0,0,0,0,0,0,2,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Santhemarahalli,1,0,38,0,2,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Singanapura,0,0,16,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chamarajanagar,Chamarajanagar,Thelanur,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Bagepalli,Byrappalli,0,0,0,0,0,0,0,0,0,0,1,0,23,0
KARNATAKA,Chikkaballapura,Bagepalli,Musaliganapalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09
KARNATAKA,Chikkaballapura,Bagepalli,Narayanampalli,0,0,0,0,0,0,0,0,0,0,0,0,11,2.41
KARNATAKA,Chikkaballapura,Bagepalli,Penamala,0,0,0,0,0,0,0,0,2,1.06,0,0,0,0
KARNATAKA,Chikkaballapura,Bagepalli,Thimmaiahgaripalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Bommahalli,0,0,1,1.61,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Harobande,3,0.88,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Kuppahalli,1,0.89,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Marasanahalli,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Chikkaballapura,Muthukadahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4
KARNATAKA,Chikkaballapura,Chikkaballapura,Yerramaranahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,1.21
KARNATAKA,Chikkaballapura,Chintamani,Agrahara,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Bukkanahalli,0,0,0,0,0,0,0,0,0,0,0,0,6,0
KARNATAKA,Chikkaballapura,Chintamani,Bynahalli,0,0,0,0,0,0,0,0,0,0,0,0,21,0
KARNATAKA,Chikkaballapura,Chintamani,Chandurapalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Channarayanahalli,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chikkaballapura,Chintamani,Devapalli,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Doddihalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Chintamani,Gownicheruvapalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Gudarlahalli,0,0,0,0,0,0,0,0,1,0,0,0,18,0
KARNATAKA,Chikkaballapura,Chintamani,Guddampalli,0,0,0,0,0,0,0,0,0,0,0,0,3,0
KARNATAKA,Chikkaballapura,Chintamani,Gudumarlahalli,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chikkaballapura,Chintamani,Gundlahalli,0,0,0,0,0,0,0,0,0,0,0,0,18,0
KARNATAKA,Chikkaballapura,Chintamani,Iragampalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Kambalapalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Kodihalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Kuruburu,0,0,0,0,0,0,0,0,0,0,0,0,3,1.55
KARNATAKA,Chikkaballapura,Chintamani,Lakkepalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Chintamani,Munganahalli,0,0,0,0,0,0,0,0,0,0,0,0,10,0
KARNATAKA,Chikkaballapura,Chintamani,Muthukadahalli,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chikkaballapura,Chintamani,Nagasandragadde,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KARNATAKA,Chikkaballapura,Gauribidanur,Anudi,0,0,4,3.23,0,0,0,0,0,0,0,0,1,0.69
KARNATAKA,Chikkaballapura,Gauribidanur,Chikkakurugodu,0,0,0,0,0,0,0,0,0,0,0,0,1,6.87
KARNATAKA,Chikkaballapura,Gauribidanur,Gundapura,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KARNATAKA,Chikkaballapura,Gauribidanur,Hanumenahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85
KARNATAKA,Chikkaballapura,Gauribidanur,Jeelakunte,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chikkaballapura,Gauribidanur,Jogireddyhalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Gauribidanur,Malenahalli,0,0,0,0,2,2.71,0,0,0,0,0,0,1,0.9
KARNATAKA,Chikkaballapura,Gauribidanur,Nagaragere,0,0,1,1.48,0,0,0,0,0,0,0,0,3,6.85
KARNATAKA,Chikkaballapura,Gauribidanur,Payannanahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Gauribidanur,Sonaganahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gauribidanur,Vychakurahalli,0,0,0,0,0,0,0,0,0,0,0,0,3,0
KARNATAKA,Chikkaballapura,Gauribidanur,Yerragunte,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Chendur,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Gajala Bisalahalli,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KARNATAKA,Chikkaballapura,Gudibanda,Geggilarallahalli,0,0,0,0,0,0,0,0,0,0,0,0,22,0
KARNATAKA,Chikkaballapura,Gudibanda,Jambigemaradahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Jantibhoyinahalli,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KARNATAKA,Chikkaballapura,Gudibanda,Kammadike,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Chikkaballapura,Gudibanda,Lakshmanapura,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Lakshmisagara,0,0,0,0,0,0,0,0,0,0,0,0,12,0
KARNATAKA,Chikkaballapura,Gudibanda,Polampalli,0,0,0,0,0,0,0,0,0,0,0,0,3,0
KARNATAKA,Chikkaballapura,Gudibanda,Ragimakalahalli,0,0,0,0,0,0,0,0,0,0,0,0,8,0
KARNATAKA,Chikkaballapura,Gudibanda,Someswara,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Thimmenahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Uppakuntahalli,0,0,0,0,0,0,0,0,0,0,0,0,11,0
KARNATAKA,Chikkaballapura,Gudibanda,Veerarahutanahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikkaballapura,Gudibanda,Yellodu,0,0,0,0,0,0,0,0,0,0,0,0,3,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Anemadagu,0,0,0,0,0,0,1,0.74,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Athiganahalli,0,0,0,0,0,0,0,0,0,0,0,0,8,8.52
KARNATAKA,Chikkaballapura,Sidlaghatta,Basavanaparthi,0,0,1,0.82,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Basettihalli,0,0,0,0,1,0.38,0,0,0,0,0,0,10,6.58
KARNATAKA,Chikkaballapura,Sidlaghatta,Byyappanahalli,0,0,0,0,0,0,1,0.12,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Dhanamittenahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16
KARNATAKA,Chikkaballapura,Sidlaghatta,Doddabandaragatta,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Doddadasenahalli,0,0,2,3.03,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Ganganahalli,1,3,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Gonimaradahalli,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Haradi,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3
KARNATAKA,Chikkaballapura,Sidlaghatta,Iragappanahalli,0,0,21,20.09,0,0,0,0,1,0.04,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Kachahalli,0,0,4,1.98,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Kadirinaikanahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2
KARNATAKA,Chikkaballapura,Sidlaghatta,Kothanur,0,0,0,0,3,0.87,0,0,0,0,0,0,5,3.98
KARNATAKA,Chikkaballapura,Sidlaghatta,Kumbarahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,1.41
KARNATAKA,Chikkaballapura,Sidlaghatta,Lakkihalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7
KARNATAKA,Chikkaballapura,Sidlaghatta,Nallenahalli,0,0,0,0,1,0.76,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Ragimakalahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,Rameswara,0,0,0,0,2,1.24,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,S.Devaganahalli,0,0,21,20.75,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikkaballapura,Sidlaghatta,T.Kurubarahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53
KARNATAKA,Chikkaballapura,Sidlaghatta,Yarranagenahalli,0,0,3,1.85,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikmagalur,Kadur,Cheelanahalli,0,0,3,9.36,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikmagalur,Tarikere,Gundenahalli,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Chikmagalur,Tarikere,Thimmapura,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Dakshina Kannada,Puttur,Hirebandadi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Gulbarga,Afzalpur,Haliyal,0,0,3,8.2,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Gulbarga,Aland,Sirchand,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Gulbarga,Chitapur,Hadnoor,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Gulbarga,Gulbarga,Itga Ahmadabad,0,0,9,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Gulbarga,Gulbarga,Venkatbennur,0,0,1,2,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Hassan,Arkalgud,Heggadihalli,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KARNATAKA,Hassan,Arsikere,Yarehalli,0,0,2,11.18,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Haveri,Ranibennur,Malanaikanahalli,1,1.72,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Haveri,Ranibennur,Sunakalbidari,0,0,0,0,0,0,0,0,0,0,0,0,2,1.39
KARNATAKA,Kodagu,Somvarpet,Sirangala,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KARNATAKA,Kodagu,Virajpet,Balele,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KARNATAKA,Kolar,Bangarapet,Abbigirihosahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Kolar,Bangarapet,Banahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Kolar,Bangarapet,Buragamakanahalli,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
